borough_code,pct_recyc_2018,pct_recyc_2009,pct_change,the_geom,lots_parking,the_geom_webmercator,acres,acs_tooltip,acs_tooltip_2,acs_tooltip_3,area_sqmi,borocd,cb_email,cb_website,cd_full_title,cd_short_title,cd_son_fy2018,cd_tot_bldgs,cd_tot_resunits,count_hosp_clinic,count_libraries,count_parks,count_public_schools,crime_count,crime_count_boro,crime_count_nyc,crime_per_1000,crime_per_1000_boro,crime_per_1000_nyc,female_10_14,female_15_19,female_20_24,female_25_29,female_30_34,female_35_39,female_40_44,female_45_49,female_5_9,female_50_54,female_55_59,female_60_64,female_65_69,female_70_74,female_75_79,female_80_84,female_85_over,female_under_5,fp_100_area,fp_100_bldg,fp_100_cost_burden,fp_100_cost_burden_value,fp_100_mhhi,fp_100_mortg_value,fp_100_openspace,fp_100_ownerocc,fp_100_ownerocc_value,fp_100_permortg,fp_100_pop,fp_100_rent_burden,fp_100_rent_burden_value,fp_100_resunits,fp_500_area,fp_500_bldg,fp_500_cost_burden,fp_500_cost_burden_value,fp_500_mhhi,fp_500_mortg_value,fp_500_openspace,fp_500_ownerocc,fp_500_ownerocc_value,fp_500_permortg,fp_500_pop,fp_500_rent_burden,fp_500_rent_burden_value,fp_500_resunits,lep_rate,lep_rate_boro,lep_rate_nyc,lot_area_commercial_office,lot_area_industrial_manufacturing,lot_area_mixed_use,lot_area_open_space,lot_area_other_no_data,lot_area_parking,lot_area_public_facility_institution,lot_area_res_1_2_family_bldg,lot_area_res_multifamily_elevator,lot_area_res_multifamily_walkup,lot_area_transportation_utility,lot_area_vacant,lots_commercial_office,lots_industrial_manufacturing,lots_mixed_use,lots_open_space,lots_other_no_data,cartodb_id,lots_public_facility_institution,lots_res_1_2_family_bldg,lots_res_multifamily_elevator,lots_res_multifamily_walkup,lots_total,lots_transportation_utility,lots_vacant,male_10_14,male_15_19,male_20_24,male_25_29,male_30_34,male_35_39,male_40_44,male_45_49,male_5_9,male_50_54,male_55_59,male_60_64,male_65_69,male_70_74,male_75_79,male_80_84,male_85_over,male_under_5,mean_commute,mean_commute_boro,mean_commute_nyc,moe_bach_deg,moe_bach_deg_boro,moe_bach_deg_nyc,moe_foreign_born,moe_hh_rent_burd,moe_hh_rent_burd_boro,moe_hh_rent_burd_nyc,moe_lep_rate,moe_lep_rate_boro,moe_lep_rate_nyc,moe_mean_commute,moe_mean_commute_boro,moe_mean_commute_nyc,moe_over65_rate,moe_over65_rate_boro,moe_over65_rate_nyc,moe_poverty_rate,moe_under18_rate,moe_under18_rate_boro,moe_under18_rate_nyc,moe_unemnployment,moe_unemployment_boro,moe_unemployment_cd,neighborhoods,over65_rate,over65_rate_boro,over65_rate_nyc,pct_asian_nh,pct_bach_deg,pct_bach_deg_boro,pct_bach_deg_nyc,pct_black_nh,pct_clean_strts,pct_clean_strts_boro,pct_clean_strts_nyc,pct_foreign_born,pct_hh_rent_burd,pct_hh_rent_burd_boro,pct_hh_rent_burd_nyc,pct_hispanic,pct_other_nh,pct_served_parks,pct_white_nh,pop_2000,pop_2010,pop_acs,pop_change_00_10,poverty_rate,poverty_rate_boro,poverty_rate_nyc,puma,shared_puma,shared_puma_cd,son_issue_1,son_issue_2,son_issue_3,total_lot_area,under18_rate,under18_rate_boro,under18_rate_nyc,unemployment_boro,unemployment_cd,unemployment_nyc
212,0.2509380904932135,0.20540473905382287,0.22167624587989354,,306,,3556.3,"American Community Survey 2013-2017 5-Year Estimates for PUMA 3702, which is an approximation of Bronx CD 12","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3702, which is an approximation of Bronx CD 12.",2010 Census population counts for floodplain area within Bronx CD 12.,5.6,212,gtorres@cb.nyc.gov,www1.nyc.gov/site/bronxcb12/index.page,Bronx Community District 12,Bronx CD 12,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx12_statement_2018.pdf,24673,54697,15,5,5,32,2434,20128,96515,15.674988,14.3,11.8,3.1,3.6,4.4,4.4,3.6,3.5,3.4,4.1,2.9,3.9,3.6,3.0,2.3,1.8,1.5,1.0,1.1,3.2,0.25,92,0.34194122899999996,384,29000.0,679,0.171,0.395422535,1123,0.604630454,40,0.511169514,778,59,0.56,224,0.38972602700000003,569,36000.0,869,0.171,0.413129598,1460,0.59520548,1120,0.48930481299999995,915,857,9.7,26.1,23.1,4108953,3248352,2161316,21250942,322581,1620262,6889081,39564794,6032829,12331053,2975423,3320109,401,144,489,26,36,24,245,14373,107,3558,20610,174,751,3.1,3.2,4.1,3.6,2.7,2.7,3.2,3.2,3.0,3.4,2.7,2.5,1.8,1.3,1.0,0.7,0.6,3.1,46.2,44.2,40.8,1.0,0.3,0.2,1.2,2.1,0.6,0.3,0.7,0.3,0.1,1.0,0.3,0.1,0.6,0.1,0.1,1.2,0.7,0.1,0.1,0.1,0.2,0.5,"Baychester, Eastchester, Edenwald, Olinville, Wakefield, Williamsbridge, Woodlawn",13.0,11.8,13.6,3.1,22.7,19.4,36.7,65.1,93.8,94.3,95.1,40.2,51.4,50.8,44.5,22.9,2.3,67,6.6,149077,152344,147447.0,0.02,20.9,26.2,19.8,3702,False,,Parks,"Quality of life issues (noise, graffiti, petty crime, etc.)",Trash removal & cleanliness,103825695,22.4,25.2,21,6.9,7.1,4.9
301,0.20675462801931208,0.1814700454426874,0.13933199010858321,,387,,3025.3,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4001, which is an approximation of Brooklyn CD 1","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4001, which is an approximation of Brooklyn CD 1.",2010 Census population counts for floodplain area within Brooklyn CD 1.,4.7,301,bk01@cb.nyc.gov,www.nyc.gov/html/bkncb1,Brooklyn Community District 1,Brooklyn CD 1,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk01_statement_2018.pdf,16906,82471,20,4,25,34,2336,28276,96515,16.143842000000003,11.2,11.8,2.2,2.1,3.5,7.9,6.5,4.5,2.8,2.2,2.8,2.1,2.2,2.4,1.8,1.1,1.0,0.8,1.1,3.8,1.11,1294,0.350649351,918,93000.0,1812,0.040999999999999995,0.20677671600000003,2618,0.692131398,3397,0.416007905,3789,10046,2.49,3495,0.37374861,1680,82000.0,2880,0.11800000000000001,0.18270872300000002,4495,0.640711902,21206,0.435719287,8090,22491,22.0,22.9,23.1,4204717,22582673,10829992,4721583,3036007,2780417,4944990,4891293,7106976,16604613,9105825,3100993,454,1215,2786,78,253,25,342,2561,445,5881,14925,142,381,2.4,2.4,2.9,7.0,7.2,5.0,3.1,2.3,2.8,2.2,1.9,1.8,1.7,0.7,0.7,0.4,0.5,4.4,34.5,42.4,40.8,1.0,0.3,0.2,0.9,1.4,0.5,0.3,0.9,0.2,0.1,0.5,0.2,0.1,0.4,0.1,0.1,0.9,0.7,0.0,0.1,0.1,0.1,0.4,"East Williamsburg, Greenpoint, Northside, Southside, Williamsburg",9.7,12.8,13.6,7.5,47.8,35.2,36.7,4.5,89.6,92.1,95.1,24.1,40.3,45.8,44.5,23.0,2.1,97,62.6,160338,173083,160799.0,0.08,15.5,20.9,19.8,4001,False,,Affordable housing,Neighborhood preservation (development trends),Senior services,93910079,21.1,23.1,21,5.1,4.1,4.9
302,0.37043142319763894,0.32786442442594144,0.12983109968770834,,136,,1821.0,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4004, which is an approximation of Brooklyn CD 2","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4004, which is an approximation of Brooklyn CD 2.",2010 Census population counts for floodplain area within Brooklyn CD 2.,2.8,302,cb2k@nyc.rr.com,www.nyc.gov/html/bkncb2,Brooklyn Community District 2,Brooklyn CD 2,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk02_statement_2018.pdf,8677,64080,28,4,30,38,1940,28276,96515,14.580442999999999,11.2,11.8,1.8,2.5,3.7,6.3,6.7,4.8,3.7,3.3,2.2,2.8,2.5,2.7,2.2,1.6,1.0,0.9,1.0,3.4,0.48,240,0.234861347,415,119000.0,1277,0.042,0.400226501,1767,0.722693831,790,0.34344894,713,1815,1.0,414,0.24211099,445,77000.0,1321,0.048,0.289722573,1838,0.7187159959999999,1919,0.377120823,1467,3978,8.7,22.9,23.1,3987472,1685653,6914727,4820490,182964,739865,8092133,4767862,5623993,7230105,9518747,1221574,309,163,1220,107,26,26,252,2471,254,2942,8147,69,198,2.1,2.1,3.2,5.2,6.1,4.7,3.6,3.3,2.4,2.4,2.2,2.0,1.6,0.9,0.7,0.4,0.5,3.4,35.3,42.4,40.8,1.0,0.3,0.2,0.9,1.7,0.5,0.3,0.6,0.2,0.1,0.5,0.2,0.1,0.5,0.1,0.1,0.8,0.6,0.0,0.1,0.1,0.1,0.6,"Boerum Hill, Brooklyn Heights, Clinton Hill, Downtown Brooklyn, DUMBO, Fort Greene, Fulton Ferry, Navy Yard, Vinegar Hill",10.9,12.8,13.6,9.4,61.1,35.2,36.7,26.6,94.8,92.1,95.1,19.6,30.7,45.8,44.5,14.8,4.2,99,44.9,98620,99617,139203.0,0.01,11.0,20.9,19.8,4004,False,,Affordable housing,Schools,Other,54785585,17.7,23.1,21,5.1,5.1,4.9
303,0.1737703794691006,0.11569884666147041,0.5019197207517967,,241,,1824.2,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4003, which is an approximation of Brooklyn CD 3","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4003, which is an approximation of Brooklyn CD 3.",2010 Census population counts for floodplain area within Brooklyn CD 3.,2.9,303,bk03@cb.nyc.gov,https://www1.nyc.gov/site/brooklyncb3/index.page,Brooklyn Community District 3,Brooklyn CD 3,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk03_statement_2018.pdf,17006,67704,21,4,15,44,2699,28276,96515,20.585544,11.2,11.8,3.0,2.9,4.7,6.1,4.6,3.8,3.0,2.9,3.3,2.9,3.2,2.3,1.9,1.3,1.2,0.9,0.7,4.0,0.0,0,0.0,0,,0,0.0,0.0,0,0.0,0,0.0,0,0,0.05,87,0.452830189,192,70000.0,312,0.0,0.19064748199999998,424,0.735849057,0,0.708284024,1197,194,12.1,22.9,23.1,1568496,1625330,4874365,1598265,180380,1000366,6468028,13071576,6620088,14986373,407886,2168500,232,171,1495,37,52,27,367,6858,218,6468,16902,45,718,3.3,3.1,3.7,5.5,4.3,3.5,2.5,2.6,3.9,2.5,2.3,1.8,1.5,1.1,0.6,0.4,0.4,4.5,41.3,42.4,40.8,1.1,0.3,0.2,1.0,1.9,0.5,0.3,1.0,0.2,0.1,0.6,0.2,0.1,0.5,0.1,0.1,1.1,0.8,0.0,0.1,0.1,0.1,0.6,"Bedford-Stuyvesant, Stuyvesant Heights, Tompkins Park North",10.0,12.8,13.6,3.3,31.6,35.2,36.7,51.1,89.4,92.1,95.1,19.9,45.5,45.8,44.5,19.3,2.0,95,24.3,143867,152985,145259.0,0.06,21.2,20.9,19.8,4003,False,,Affordable housing,Schools,Trash removal & cleanliness,54569653,25.7,23.1,21,5.1,6.8,4.9
304,0.20133615111094275,0.12683127240653644,0.5874330304405793,,214,,1300.9,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4002, which is an approximation of Brooklyn CD 4","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4002, which is an approximation of Brooklyn CD 4.",2010 Census population counts for floodplain area within Brooklyn CD 4.,2.0,304,BK04@CB.NYC.GOV,www.nyc.gov/brooklyncb4,Brooklyn Community District 4,Brooklyn CD 4,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk04_statement_2018.pdf,11575,39984,17,2,13,34,1588,28276,96515,11.884736,11.2,11.8,2.8,2.6,5.6,6.7,5.0,3.7,2.9,2.8,2.9,2.6,2.4,2.3,1.8,1.3,0.9,0.7,0.6,3.0,0.0,0,0.0,0,,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,,0,0.0,0.0,0,0.0,0,0.0,0,0,26.0,22.9,23.1,1563059,1832239,3470903,6324053,202687,732929,3292806,8041254,1353157,11818071,637369,740094,216,160,1172,99,62,28,180,4052,92,4627,11182,58,250,2.9,3.0,5.5,7.7,5.4,3.9,3.1,2.7,2.9,2.6,2.0,1.4,1.3,0.8,0.6,0.5,0.2,3.0,40.8,42.4,40.8,1.2,0.3,0.2,1.4,1.7,0.5,0.3,1.2,0.2,0.1,0.6,0.2,0.1,0.6,0.1,0.1,1.2,0.8,0.0,0.1,0.1,0.1,0.6,Bushwick,8.7,12.8,13.6,5.3,26.3,35.2,36.7,18.9,90.5,92.1,95.1,32.9,47.4,45.8,44.5,56.9,1.6,88,17.1,104358,112634,135515.0,0.08,24.8,20.9,19.8,4002,False,,Affordable housing,Health care services,Youth and children’s services,40008621,21.0,23.1,21,5.1,7.2,4.9
305,0.14176287966858728,0.1359170604154868,0.043010194858764006,,546,,3569.3,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4008, which is an approximation of Brooklyn CD 5","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4008, which is an approximation of Brooklyn CD 5.",2010 Census population counts for floodplain area within Brooklyn CD 5.,5.6,305,bk05@cb.nyc.gov,www.brooklyncb5.org,Brooklyn Community District 5,Brooklyn CD 5,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk05_statement_2018.pdf,23281,63596,24,4,12,61,3206,28276,96515,20.905923,11.2,11.8,3.2,3.3,4.3,4.1,4.1,3.5,3.4,3.9,3.7,3.8,3.4,2.8,2.2,1.7,1.0,0.9,0.9,3.8,0.29,11,0.44314868799999996,152,20000.0,319,0.14400000000000002,0.11815363400000001,343,0.930029155,0,0.55513308,1314,48,1.14,661,0.541797612,862,23000.0,1367,0.156,0.177765363,1591,0.859208045,2526,0.54659718,3566,6530,15.9,22.9,23.1,4278867,7014135,6176147,16571315,713450,6913457,8125063,29205142,10401714,12630974,5480689,6143237,300,378,1268,80,182,29,352,12583,53,4135,20987,190,920,3.6,3.4,3.7,3.7,3.1,3.2,2.6,2.8,3.7,3.1,2.7,2.3,1.5,1.1,0.7,0.5,0.4,3.9,45.5,42.4,40.8,0.9,0.3,0.2,1.1,1.8,0.5,0.3,0.8,0.2,0.1,0.8,0.2,0.1,0.5,0.1,0.1,1.1,0.8,0.0,0.1,0.1,0.1,0.5,"Broadway Junction, City Line, Cypress Hills, East New York, Highland Park, New Lots, Spring Creek, Starrett City",10.9,12.8,13.6,4.6,14.6,35.2,36.7,52.1,89.9,92.1,95.1,35.6,48.7,45.8,44.5,37.1,2.4,85,3.8,173198,182896,158784.0,0.06,28.7,20.9,19.8,4008,False,,Affordable housing,Cultural facilities & programs,Unemployment,113654190,25.9,23.1,21,5.1,5.1,4.9
306,0.47373214321885015,0.43255251370713826,0.09520145694863014,,231,,1962.7,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4005, which is an approximation of Brooklyn CD 6","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4005, which is an approximation of Brooklyn CD 6.",2010 Census population counts for floodplain area within Brooklyn CD 6.,3.1,306,info@brooklyncb6.org,www1.nyc.gov/site/brooklyncb6/index.page,Brooklyn Community District 6,Brooklyn CD 6,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk06_statement_2018.pdf,14234,54104,17,5,22,29,1116,28276,96515,9.79208,11.2,11.8,2.0,1.7,2.5,5.1,6.7,5.6,4.4,3.6,3.2,2.7,2.5,2.4,1.9,1.3,0.8,0.9,0.7,4.1,0.98,1354,0.262125903,508,37000.0,1355,0.10400000000000001,0.206323858,1938,0.699174407,6940,0.403620715,2720,6171,1.59,2163,0.287533771,745,52000.0,1764,0.113,0.22824172,2591,0.680818217,14848,0.398018063,3173,8630,7.0,22.9,23.1,4385743,14072150,4196001,3638690,2081159,2219751,3050763,8104510,3956788,12713062,3693259,2519823,231,544,1667,38,126,30,175,4548,125,5603,13802,100,414,2.5,1.5,1.7,4.5,5.8,5.3,4.5,3.9,2.6,2.5,2.4,2.1,1.6,1.1,0.6,0.5,0.3,4.2,38.0,42.4,40.8,1.4,0.3,0.2,1.0,1.7,0.5,0.3,0.7,0.2,0.1,0.5,0.2,0.1,0.7,0.1,0.1,0.8,0.7,0.0,0.1,0.1,0.1,0.5,"Carroll Gardens, Cobble Hill, Columbia St, Gowanus, Park Slope, Red Hook",9.8,12.8,13.6,6.6,72.1,35.2,36.7,6.7,95.9,92.1,95.1,16.5,28.5,45.8,44.5,17.3,4.7,94,64.6,104054,104709,118940.0,0.01,9.6,20.9,19.8,4005,False,,Not submitted,Not submitted,Not submitted,64631699,21.0,23.1,21,5.1,4.0,4.9
307,0.25670155155048485,0.23539917967169724,0.09049467338202821,,146,,2390.6,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4012, which is an approximation of Brooklyn CD 7","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4012, which is an approximation of Brooklyn CD 7.",2010 Census population counts for floodplain area within Brooklyn CD 7.,3.7,307,bk07@cb.nyc.gov,www.nyc.gov/bk07,Brooklyn Community District 7,Brooklyn CD 7,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk07_statement_2018.pdf,14587,40951,21,2,16,26,1099,28276,96515,7.397846,11.2,11.8,2.8,2.6,3.2,5.0,4.3,4.1,3.6,3.3,3.3,3.2,2.3,2.3,1.7,1.1,1.0,0.8,0.7,3.8,0.65,238,0.806451613,50,25000.0,46,0.0,0.148325359,62,0.7419354840000001,67,0.60952381,192,0,1.35,367,0.6312056739999999,89,30000.0,88,0.004,0.158962796,141,0.624113475,2363,0.645021645,447,167,49.3,22.9,23.1,2348621,11062325,3771343,22511978,384456,885496,2908460,12494216,1141849,8943101,12932654,1212798,233,619,1568,37,41,31,165,6378,82,3717,13314,145,183,3.1,2.3,3.1,5.3,5.0,4.6,3.8,3.5,3.8,3.2,2.6,2.2,1.6,1.0,0.7,0.6,0.3,4.1,42.9,42.4,40.8,1.0,0.3,0.2,1.1,1.9,0.5,0.3,1.2,0.2,0.1,0.6,0.2,0.1,0.5,0.1,0.1,1.3,0.6,0.0,0.1,0.1,0.1,0.4,"Sunset Park, Windsor Terrace",9.6,12.8,13.6,32.2,27.3,35.2,36.7,2.5,92.6,92.1,95.1,47.2,50.2,45.8,44.5,41.1,1.6,87,22.6,120063,126230,149960.0,0.05,27.9,20.9,19.8,4012,False,,Affordable housing,Schools,Other,80597297,23.9,23.1,21,5.1,4.5,4.9
308,0.21050596796262044,0.15847529987023024,0.32832036370965234,,141,,1047.0,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4006, which is an approximation of Brooklyn CD 8","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4006, which is an approximation of Brooklyn CD 8.",2010 Census population counts for floodplain area within Brooklyn CD 8.,1.6,308,brooklyncb8@gmail.com,www.brooklyncb8.org,Brooklyn Community District 8,Brooklyn CD 8,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk08_statement_2018.pdf,8336,46868,14,1,8,20,1167,28276,96515,10.868352,11.2,11.8,2.6,2.4,4.1,6.1,5.7,4.5,3.4,3.3,2.4,3.7,3.5,2.5,2.2,1.6,1.2,0.7,1.0,3.0,0.0,0,0.0,0,,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,,0,0.0,0.0,0,0.0,0,0.0,0,0,7.6,22.9,23.1,835001,839074,2797001,1591922,70811,682736,3088953,5911289,3884985,9885797,564886,602584,116,104,1034,13,43,32,212,2732,186,3145,8037,70,241,2.3,2.7,3.9,5.4,4.5,3.6,3.4,2.8,2.5,2.3,2.6,2.3,1.6,0.9,0.8,0.5,0.4,3.5,41.5,42.4,40.8,1.3,0.3,0.2,1.1,1.6,0.5,0.3,0.7,0.2,0.1,0.8,0.2,0.1,0.5,0.1,0.1,1.0,0.8,0.0,0.1,0.1,0.1,0.4,"Crown Heights, Prospect Heights, Weeksville",11.0,12.8,13.6,3.9,39.1,35.2,36.7,58.1,89.9,92.1,95.1,29.3,43.8,45.8,44.5,12.6,3.4,92,21.6,96076,96317,131395.0,0.0,20.4,20.9,19.8,4006,False,,Affordable housing,Neighborhood preservation (development trends),Police-community relations,30755039,19.4,23.1,21,5.1,5.1,4.9
309,0.16455804098036184,0.12587990678025762,0.3072621770178361,,49,,1040.6,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4011, which is an approximation of Brooklyn CD 9","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4011, which is an approximation of Brooklyn CD 9.",2010 Census population counts for floodplain area within Brooklyn CD 9.,1.6,309,bk09@cb.nyc.gov,www.communitybrd9bklyn.org,Brooklyn Community District 9,Brooklyn CD 9,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk09_statement_2018.pdf,8764,38953,18,3,2,27,1235,28276,96515,12.042475,11.2,11.8,3.3,2.8,3.3,5.3,4.5,3.7,3.1,3.6,2.7,3.5,3.3,3.3,2.8,2.0,1.6,1.1,1.3,3.6,0.0,0,0.0,0,,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,,0,0.0,0.0,0,0.0,0,0.0,0,0,10.6,22.9,23.1,978467,301454,3030016,525724,41068,472263,6167669,10183235,3633633,4794550,297770,329555,107,20,797,7,10,33,167,4201,205,1253,6950,26,108,2.8,2.7,3.9,5.1,4.3,3.1,2.8,2.4,2.9,2.4,2.6,2.4,1.7,1.3,0.7,0.7,0.5,2.9,42.4,42.4,40.8,1.3,0.3,0.2,1.3,2.1,0.5,0.3,1.0,0.2,0.1,0.9,0.2,0.1,0.6,0.1,0.1,1.1,0.9,0.0,0.1,0.1,0.1,0.8,"Crown Heights South, Prospect Lefferts Gardens, Wingate",13.7,12.8,13.6,1.9,30.7,35.2,36.7,65.3,91.2,92.1,95.1,41.1,48.1,45.8,44.5,8.9,2.5,91,21.6,104014,98429,110156.0,-0.05,20.8,20.9,19.8,4011,False,,Affordable housing,Schools,Social services (including services for the homeless),30755404,21.7,23.1,21,5.1,6.6,4.9
310,0.3051236865473746,0.28587967061217284,0.06731509062534347,,85,,2548.9,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4013, which is an approximation of Brooklyn CD 10","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4013, which is an approximation of Brooklyn CD 10.",2010 Census population counts for floodplain area within Brooklyn CD 10.,4.0,310,bk10@cb.nyc.gov,www.bkcb10.org,Brooklyn Community District 10,Brooklyn CD 10,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk10_statement_2018.pdf,24267,53293,14,4,13,18,846,28276,96515,6.6066899999999995,11.2,11.8,2.5,2.6,2.7,4.0,3.9,3.6,3.5,3.5,2.7,3.6,3.4,3.2,3.0,1.9,1.5,1.3,1.7,3.1,0.99,149,0.277662415,936,56000.0,1820,0.722,0.399360265,3371,0.53989914,0,0.437037037,1770,0,2.03,163,0.277662415,936,56000.0,1820,0.773,0.399360265,3371,0.53989914,12,0.437037037,1770,249,28.2,22.9,23.1,2017854,286268,4499943,26275266,23357,412649,12388980,29047735,3271144,7924709,777259,307704,270,41,1836,30,7,34,147,11689,171,2580,17067,76,135,2.4,2.1,2.7,4.3,4.2,3.2,3.3,3.3,2.8,3.6,3.2,3.1,2.2,1.7,1.1,0.8,0.8,3.2,44.0,42.4,40.8,1.1,0.3,0.2,1.0,1.7,0.5,0.3,1.0,0.2,0.1,0.8,0.2,0.1,0.5,0.1,0.1,1.0,0.6,0.0,0.1,0.1,0.1,0.4,"Bay Ridge, Dyker Heights, Fort Hamilton",16.1,12.8,13.6,24.5,40.5,35.2,36.7,1.7,97.5,92.1,95.1,39.4,43.5,45.8,44.5,15.9,1.8,81,55.9,122542,124491,124851.0,0.02,19.0,20.9,19.8,4013,False,,Neighborhood preservation (development trends),Parks,"Quality of life issues (noise, graffiti, petty crime, etc.)",87232868,19.6,23.1,21,5.1,4.5,4.9
311,0.22881579476095115,0.2372528116937522,-0.03556129376326056,,95,,2368.6,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4017, which is an approximation of Brooklyn CD 11","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4017, which is an approximation of Brooklyn CD 11.",2010 Census population counts for floodplain area within Brooklyn CD 11.,3.7,311,info@brooklyncb11.org,www.brooklyncb11.org,Brooklyn Community District 11,Brooklyn CD 11,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk11_statement_2018.pdf,29551,66202,9,2,6,24,1128,28276,96515,5.908536,11.2,11.8,2.3,2.4,2.8,4.1,4.0,3.6,3.6,3.3,2.6,3.6,3.3,3.2,2.5,1.6,1.4,1.4,1.8,3.6,0.33,1250,0.466784765,1581,35000.0,1841,0.054000000000000006,0.411693205,3387,0.5435488629999999,5068,0.527765237,2338,3130,0.77,2781,0.46703171299999996,2047,33000.0,2290,0.059000000000000004,0.380006936,4383,0.522473192,16323,0.523758594,3428,7784,47.1,22.9,23.1,4057277,1805034,4640169,2017971,86215,722884,2833018,29856794,2237643,18504272,1854878,853606,416,123,1802,15,10,35,138,12797,127,6032,21810,101,154,2.9,2.6,3.0,4.2,4.3,3.5,3.3,3.0,3.1,3.4,3.2,2.8,2.2,1.4,1.2,1.0,0.9,3.4,46.8,42.4,40.8,0.9,0.3,0.2,0.8,1.7,0.5,0.3,0.9,0.2,0.1,0.6,0.2,0.1,0.4,0.1,0.1,1.0,0.5,0.0,0.1,0.1,0.1,0.4,"Bath Beach, Bensonhurst, Gravesend, Mapleton",15.3,12.8,13.6,39.8,29.5,35.2,36.7,1.0,93.9,92.1,95.1,55.8,48.9,45.8,44.5,14.4,1.5,64,43.0,172129,181981,191977.0,0.06,22.5,20.9,19.8,4017,False,,"Quality of life issues (noise, graffiti, petty crime, etc.)",Street conditions (roadway maintenance),Trash removal & cleanliness,69469761,20.9,23.1,21,5.1,4.4,4.9
